"";"Harry Potter i Czara Ognia";"Harry Potter i Insygnia Smierci";"Harry Potter i Kamien Filozoficzny";"Harry Potter i Komnata Tajemnic";"Harry Potter i Ksiaze Polkrwi";"Harry Potter i Przeklete Dziecko";"Harry Potter i Wiezien Azkabanu";"Harry Potter i Zakon Feniksa";"Opowiesci z Narni. Kon i jego chlopiec";"Opowiesci z Narni. Ksiaze Kaspian";"Opowiesci z Narni. Lew, czarownica i stara szafa";"Opowiesci z Narni. Ostatnia bitwa";"Opowiesci z Narni. Podroz Wedrowca do Switu";"Opowiesci z Narni. Siostrzeniec Czarodzieja";"Opowiesci z Narni. Srebrne krzeslo";"Zmierzch.Ksiezyc w Nowiu";"Zmierzch.Przed Switem";"Zmierzch.Zacmienie";"Zmierzch.Zmierzch"
"ukry<e6>";0,00134826700633967;0,0013997088797647;0,00192215510833954;0;0;0;0;0,00215677426490059;0;0;0;0;0;0;0;0;0;0;0,00743629119133677
"ukrywa<e6>";0;0,00279941775952939;0,00384431021667909;0;0;0;0,00189008775128187;0;0;0;0,00181869633480285;0;0;0;0;0;0;0;0,00743629119133677
"ulica";0;0;0,00531529942659167;0,00761935625957777;0;0;0,00261331208314272;0;0;0;0;0;0;0;0;0;0;0;0
"umar<b3>y";0;0,00236041243709563;0;0;0;0,00239169919988482;0;0;0;0;0;0;0;0;0;0;0;0;0
"umawia<e6>";0,00227366294255764;0;0;0;0;0;0,00318736753036662;0;0;0;0;0;0;0;0;0;0;0;0
"umbridge";0;0,0077411773625652;0;0;0;0,00392189250769135;0;0,0715690484942198;0;0;0;0;0;0;0;0;0;0;0
"umie<9c>ci<e6>";0,000932084358670784;0;0,00265764971329584;0,00380967812978888;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"umiej<ea>tno<9c><e6>";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00750098732896902;0,00792177442303314;0;0
"umiera<e6>";0,000504225618266007;0,00104692775536772;0;0;0,00159003597283221;0;0,0014137120622041;0;0;0;0,00136031406174314;0;0;0;0,011167229390589;0;0,00351359168630727;0;0
"umrze<e6>";0;0;0;0,00380967812978888;0;0,00196094625384568;0;0;0;0;0;0;0;0;0;0,00615003467141439;0;0;0
"umys<b3>";0;0,00472082487419126;0;0;0;0;0;0,00363709687955609;0;0;0;0;0;0;0;0;0;0;0
"unieszkodliwi<e6>";0,000932084358670784;0;0;0;0;0;0,00261331208314272;0;0;0;0;0;0;0;0;0;0,00649503661639617;0;0
"unikn<b9><e6>";0,00113683147127882;0;0;0;0;0;0;0;0;0;0;0;0,0076602063996311;0;0;0;0;0;0
"unosi<e6>";0,00341049441383646;0;0;0;0;0;0,00318736753036662;0;0;0;0;0;0;0;0;0;0;0;0
"upada<e6>";0;0;0;0;0;0;0,00318736753036662;0;0;0,00348490076549741;0;0;0;0;0;0;0;0;0
"upi<f3>r";0,00113683147127882;0;0;0;0;0;0,00637473506073324;0;0;0;0;0;0;0;0;0;0;0;0
"upokorzy<e6>";0;0;0;0;0;0,00239169919988482;0;0,00363709687955609;0;0;0;0;0;0;0;0;0;0;0
"uprzedza<e6>";0;0;0,0032414446241952;0;0;0;0;0;0;0,00348490076549741;0;0;0;0;0;0;0;0;0
"uratowa<e6>";0;0;0;0;0,00183550222154794;0,00367370768642657;0,0032639156285033;0,00186222285859175;0;0;0,00314063269635964;0;0;0;0;0,0153622633969739;0;0;0
"uroczysty";0,000932084358670784;0;0,00265764971329584;0;0;0;0;0;0;0;0,00251460341144705;0;0;0;0;0;0;0;0
"urodzi<e6>";0;0;0;0,00380967812978888;0;0;0;0;0;0,00285725859734166;0;0;0;0;0;0;0,00649503661639617;0;0
"urodziny";0;0,00279941775952939;0,00576646532501863;0,00275536397504467;0,00212582717279936;0;0;0;0;0;0;0;0;0;0;0,00444803560867488;0;0;0
"urok";0,00157362794080755;0;0;0;0;0;0;0;0;0;0;0;0,0106034316671867;0;0,0174257946778573;0;0,00548275003278923;0;0
"us<b3>ysze<e6>";0,000786813970403775;0;0,00224344063217923;0;0;0,003310644349696;0;0;0;0;0;0;0,0106034316671867;0;0;0;0;0;0
"usi<b3>owa<e6>";0;0;0;0;0;0;0,00261331208314272;0,00298204368725916;0;0;0;0;0;0;0;0,00615003467141439;0;0;0
"usun<b9><e6>";0,00113683147127882;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00792177442303314;0;0
"uwa<bf>a<e6>";0,0029103342889787;0;0;0;0;0,00244913845761772;0,0032639156285033;0;0;0,0017842972239511;0;0;0,00392208729415667;0;0;0;0,00811202445230453;0;0
"uwa<bf>aj<b9>c";0;0;0;0;0;0,00239169919988482;0;0;0;0,00348490076549741;0;0;0;0;0;0;0;0;0
"uwaga";0;0;0,00224344063217923;0;0;0,003310644349696;0;0;0;0;0;0;0;0;0;0;0;0,00964775756842741;0,017358513617325
"uwalnia<e6>";0,00236044191121133;0,00326733650209823;0;0,0032159191894758;0;0;0,0044120265229511;0;0;0;0;0;0;0;0;0;0;0;0
"uwi<ea>ziony";0,00113683147127882;0;0;0;0;0;0,00318736753036662;0;0;0;0;0;0;0;0;0;0;0;0
"uwierzy<e6>";0,00157362794080755;0,00163366825104912;0;0;0;0;0;0;0;0,00241193939210685;0;0;0;0;0;0,00519151850679812;0;0;0
"uwolni<e6>";0,000674133503169837;0,0013997088797647;0,00192215510833954;0;0;0,00141826172205907;0;0;0;0;0;0;0;0;0,0149302280508234;0;0;0;0
"vernon";0,000674133503169837;0,00279941775952939;0,00961077554169772;0,00275536397504467;0;0;0;0,00215677426490059;0;0;0;0;0;0;0;0;0;0;0
"vernonem";0,000932084358670784;0;0,00265764971329584;0;0;0;0,00261331208314272;0;0;0;0;0;0;0;0;0;0;0;0
"victoria";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0184501040142432;0;0,0228580687787333;0,0102817181958395
"voldemort";0,00393116822575858;0,00816231658502345;0,00373630992048978;0,00178530402495506;0,00826442061883169;0,00367578059924473;0,00122465899258448;0,00838473133332756;0;0;0;0;0;0;0;0;0;0;0
"voldemorta";0,00453803056439406;0,0136100608197803;0,00287539439398399;0;0,00636014389132884;0,0116688501511383;0,0014137120622041;0,00322636638608283;0;0;0;0;0;0;0;0;0;0;0
"voldemortowi";0;0,0019352943406413;0;0;0,00293925498092983;0;0,00261331208314272;0;0;0;0;0;0;0;0;0;0;0;0
"volturi";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0450059239738141;0,0792177442303314;0;0
"w<9c>ciek<b3>y";0;0,00279941775952939;0;0;0,00212582717279936;0;0;0,00215677426490059;0;0;0,00363739266960571;0;0;0;0;0;0;0;0,00743629119133677
"w<b3>a<9c>ciwy";0,000932084358670784;0;0,00265764971329584;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0114290343893666;0
"w<b3>adca";0;0;0;0;0;0;0;0;0,0375065494749638;0,01714355158405;0,0125730170572353;0;0;0;0;0;0;0;0
"w<b3>adza";0;0;0;0;0;0;0;0;0;0,00285725859734166;0,00502920682289411;0;0;0,0397457464585437;0;0;0;0;0
"w<b3>ama<e6>";0,00227366294255764;0;0;0;0;0;0,00318736753036662;0;0;0;0;0;0;0;0;0;0;0;0
"w<b3>asny";0,00151267685479802;0,00104692775536772;0,001437697196992;0,00206090499482973;0;0,00212160911838878;0;0;0;0;0;0;0;0;0;0;0,00351359168630727;0,00618271498448919;0
"w<b9><bf>";0,00202240050950951;0,0013997088797647;0,00384431021667909;0,00551072795008934;0;0;0;0;0;0;0;0;0,00454245145885902;0;0;0;0;0;0
"w<b9>tpliwo<9c><e6>";0;0,00236041243709563;0;0;0;0;0;0;0;0;0,00306697593337449;0;0;0;0;0;0;0;0
"w<f3>wczas";0;0;0;0;0;0;0;0;0;0,00348490076549741;0,00306697593337449;0;0;0;0;0;0;0;0
"wa<bf>ny";0,000932084358670784;0,0019352943406413;0;0;0;0,00196094625384568;0;0;0;0;0;0;0;0;0;0;0;0;0
"wagon";0;0;0;0;0,00716981791047149;0;0;0,00363709687955609;0;0;0;0;0;0;0;0;0;0;0
"waha<e6>";0;0;0,0032414446241952;0;0;0;0;0;0;0;0,00306697593337449;0;0;0;0;0;0;0;0
"wakacje";0,00157362794080755;0;0;0;0,00248115619585385;0;0,00220601326147555;0;0;0,00241193939210685;0;0;0;0;0;0;0;0;0
"walc";0;0,00236041243709563;0;0;0;0;0;0;0;0,00348490076549741;0;0;0;0;0;0;0;0;0
"walczy<e6>";0;0;0;0;0;0;0,00378017550256373;0,00215677426490059;0;0,004133045962567;0,00181869633480285;0;0;0;0;0;0;0,016532183850268;0
"walka";0;0,00725130092756873;0;0;0;0;0,00163195781425165;0;0;0,00892148611975552;0,00157031634817982;0;0;0;0;0;0,00811202445230453;0,00713718889580442;0
"wampir";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0622982220815774;0,0438620002623139;0,0192955151368548;0,052075540851975
"warunki";0;0;0;0;0;0,00239169919988482;0;0;0;0,00348490076549741;0;0;0;0;0;0;0;0;0
"wbiega<e6>";0,00113683147127882;0;0,0032414446241952;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wbrew";0;0;0;0;0;0,00239169919988482;0;0;0;0;0;0;0;0;0;0;0;0,0139396030619896;0
"wchodzi<e6>";0,00218398234764366;0;0,00124543664016326;0;0,00137740343647195;0,00275683544943355;0,00244931798516896;0,00139745522222126;0;0,00267795603743259;0;0;0;0;0;0;0,00304372564254533;0;0
"wci<b9><bf>";0,00466042179335392;0;0;0;0;0;0;0;0;0;0;0;0,00628057786019441;0;0;0;0;0,0114290343893666;0
"wcze<9c>niej";0,000674133503169837;0;0,00192215510833954;0;0;0,00141826172205907;0,0056702632538456;0;0;0,0020665229812835;0;0;0;0;0;0;0;0;0
"wcze<9c>niejszy";0,00227366294255764;0;0;0;0;0,00239169919988482;0;0;0;0;0;0;0;0;0;0;0;0;0
"wdawa<e6>";0,00113683147127882;0;0;0;0;0;0,00318736753036662;0;0;0;0;0;0;0;0;0;0;0;0
"wdzi<ea>czny";0,000932084358670784;0;0;0;0;0;0;0;0;0,00285725859734166;0;0;0,00628057786019441;0;0;0;0;0;0
"weasley";0,00480476116481604;0,00362769626001042;0,00124543664016326;0,00178530402495506;0,0027548068729439;0,000918945149811182;0,00122465899258448;0,00279491044444252;0;0;0;0;0;0;0;0;0;0;0
"weasley<f3>w";0,000674133503169837;0,0013997088797647;0;0,00275536397504467;0;0;0,0056702632538456;0,00215677426490059;0;0;0;0;0;0;0;0;0;0;0
"weasleya";0,000786813970403775;0;0,00224344063217923;0;0;0;0,00220601326147555;0,00503455210177735;0;0;0;0;0;0;0;0;0;0;0
"weasleyami";0;0;0;0,00464653435399655;0;0;0;0,00363709687955609;0;0;0;0;0;0;0;0;0;0;0
"weasleyowie";0,00236044191121133;0;0;0,0032159191894758;0,00248115619585385;0;0;0,0125863802544434;0;0;0;0;0;0;0;0;0;0;0
"wed<b3>ug";0;0;0;0,0032159191894758;0;0;0;0;0;0,00241193939210685;0,00212268887010726;0;0;0;0;0;0;0;0,00867925680866249
"wedrze<e6>";0,00113683147127882;0;0;0;0;0;0;0,00363709687955609;0;0;0;0;0;0;0;0;0;0;0
"wegetarianin";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00750098732896902;0;0;0,0125402606696664
"wej<9c><e6>";0,000932084358670784;0;0,00531529942659167;0;0;0,00392189250769135;0;0;0;0;0;0;0;0;0;0;0;0;0
"wej<9c>cie";0;0,00326733650209823;0;0,0032159191894758;0;0;0;0;0;0,00241193939210685;0,00212268887010726;0;0;0;0;0;0;0;0
"wej<9c>ciowy";0,00113683147127882;0;0;0;0;0;0,00318736753036662;0;0;0;0;0;0;0;0;0;0;0;0
"wesele";0;0,00944164974838252;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00792177442303314;0;0
"wesprze<e6>";0;0;0;0;0;0;0,00318736753036662;0;0;0;0;0;0;0;0;0,00750098732896902;0;0;0
"wezwa<e6>";0;0;0;0;0;0;0;0,00186222285859175;0;0,00535289167185331;0,00157031634817982;0,0251964395867035;0,00392208729415667;0;0,0128912016490111;0;0;0;0
"wi<b9>za<e6>";0,00113683147127882;0;0;0;0;0;0,00318736753036662;0;0;0;0;0;0;0;0;0;0;0;0
"wi<ea>cej";0;0;0,00384431021667909;0;0;0,00425478516617722;0,00189008775128187;0;0;0;0;0;0;0;0;0,00889607121734976;0;0,008266091925134;0
"wi<ea>kszy";0,00186416871734157;0;0;0;0;0;0;0;0;0;0;0;0,00628057786019441;0;0;0;0,00649503661639617;0;0
"wi<ea>zie<f1>";0;0;0;0;0;0;0,00261331208314272;0;0;0;0,00502920682289411;0;0;0;0,0206431396335072;0;0;0;0
"wiadomo<9c><e6>";0,00236044191121133;0,00326733650209823;0;0;0;0,001655322174848;0,00220601326147555;0;0;0;0;0;0;0;0;0;0;0;0
"wida<e6>";0,000786813970403775;0;0;0;0;0,003310644349696;0,00220601326147555;0;0;0;0;0;0,00530171583359336;0;0;0;0;0;0
"widnie<e6>";0,00113683147127882;0;0;0;0;0;0,00318736753036662;0;0;0;0;0;0;0;0;0;0;0;0
"widoczny";0;0,0019352943406413;0;0;0;0,00196094625384568;0;0;0;0;0;0;0;0;0;0;0;0;0,0102817181958395
"widok";0,000786813970403775;0;0;0;0;0,003310644349696;0;0;0;0;0;0;0;0;0;0;0,00548275003278923;0;0,00867925680866249
"widz<b9>c";0,00134826700633967;0;0;0;0;0;0,00189008775128187;0;0;0,0020665229812835;0;0;0,00454245145885902;0;0;0;0,0046975595574542;0;0
"widzialny";0;0;0,00265764971329584;0;0;0;0,00261331208314272;0;0;0;0;0;0,00628057786019441;0;0;0;0;0;0
"widzie<e6>";0,00116024678460348;0,00240902984274139;0,0019849251877917;0,00189689560149479;0,00292699784866415;0,00195276881508816;0,000650603545360578;0,004454412179546;0;0,00284534340224219;0,00187808785473776;0;0,00312719345623787;0;0;0,00459329108121775;0;0;0
"wie<bf>a";0,00134826700633967;0,0013997088797647;0,00192215510833954;0;0,00212582717279936;0;0;0;0;0,0020665229812835;0;0;0;0;0;0;0;0;0
"wiecz<f3>r";0,000932084358670784;0;0;0;0;0;0,00261331208314272;0;0;0;0;0;0;0;0;0;0,00649503661639617;0;0
"wieczny";0;0;0;0;0;0;0;0;0;0;0,00306697593337449;0;0,0076602063996311;0;0;0;0;0;0
"wieczorem";0,00466042179335392;0;0;0;0,00587850996185967;0;0,00522662416628543;0;0;0;0;0;0;0;0;0;0;0;0
"wiedza";0;0;0,00531529942659167;0;0;0,00196094625384568;0;0;0;0,00285725859734166;0;0;0;0;0;0;0;0;0
"wiedzie<e6>";0,00058206685779574;0,00120855015459479;0,00497893716383961;0,00237906296526814;0;0;0;0,00186222285859175;0;0;0;0;0;0;0,0257824032980222;0;0;0;0
"wieko";0,00227366294255764;0,00236041243709563;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wiele";0,000674133503169837;0,00279941775952939;0;0;0;0;0;0;0;0,0061995689438505;0,00181869633480285;0;0,00454245145885902;0;0;0;0;0;0
"wielki";0,00218398234764366;0,00362769626001042;0,00124543664016326;0;0;0,000918945149811182;0,00367397697775344;0,00279491044444252;0;0,00669489009358147;0,00824881264788017;0;0;0;0;0;0;0;0
"wielosokowego";0,000932084358670784;0,0038705886812826;0;0;0;0,00196094625384568;0;0;0;0;0;0;0;0;0;0;0;0;0
"wielosokowy";0,00186416871734157;0;0;0,0114290343893666;0;0,00196094625384568;0;0;0;0;0;0;0;0;0;0;0;0;0
"wielu";0,000436796469528731;0;0,00124543664016326;0,00178530402495506;0;0,00275683544943355;0;0;0;0,00267795603743259;0,00117840180684002;0;0;0;0,00967385669336113;0;0,00304372564254533;0;0
"wierny";0,000932084358670784;0;0;0;0;0;0;0;0;0,00285725859734166;0,00251460341144705;0;0;0;0;0;0;0;0
"wierzba";0;0;0;0,00464653435399655;0;0;0,0127494701214665;0;0;0;0;0;0;0;0;0;0;0;0
"wierzy<e6>";0;0,00209385551073544;0,00287539439398399;0;0;0,00212160911838878;0,00282742412440821;0,00483954957912424;0;0,00618271498448919;0,00680157030871568;0;0;0;0;0;0;0;0
"wigilia";0;0,00236041243709563;0;0;0,00358490895523575;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wiktor";0,00454732588511528;0,00236041243709563;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wilk";0;0;0;0;0;0;0;0;0;0;0,0125730170572353;0;0;0;0;0,0123000693428288;0;0,0114290343893666;0
"wilko<b3>ak";0;0;0;0;0;0;0,00378017550256373;0;0;0,0061995689438505;0;0;0;0;0;0,0177921424346995;0,0140926786723626;0,016532183850268;0
"wina";0,000786813970403775;0;0;0,0032159191894758;0;0;0;0,00251727605088867;0;0;0,00212268887010726;0;0;0;0;0;0;0;0
"winny";0;0;0;0;0;0;0,00318736753036662;0,00363709687955609;0;0;0;0;0;0;0;0;0;0;0
"wita";0,00227366294255764;0;0;0;0;0;0,00318736753036662;0;0;0;0;0;0;0;0;0;0;0;0
"wizja";0,000786813970403775;0,00326733650209823;0;0;0;0;0;0,00251727605088867;0;0;0;0;0;0;0;0,0311491110407887;0;0;0
"wizyta";0,00116413371559148;0;0;0;0,00367100444309587;0;0,0032639156285033;0;0;0;0;0;0;0,0248203733242154;0;0,00384056584924349;0;0,0142743777916088;0
"wkr<f3>tce";0,00134826700633967;0;0;0;0;0,00141826172205907;0;0;0;0,0020665229812835;0;0;0;0;0;0,0133441068260246;0,0093951191149084;0;0
"wlewa<e6>";0,00113683147127882;0;0;0;0,00358490895523575;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wniosek";0;0;0;0;0;0,00196094625384568;0,00261331208314272;0;0;0,00571451719468332;0;0;0;0;0;0;0;0;0
"wobec";0;0;0;0,00206090499482973;0;0,00106080455919439;0,0014137120622041;0,00322636638608283;0;0;0,00136031406174314;0;0;0;0;0;0,00351359168630727;0;0,00556205633739761
"woda";0,00202240050950951;0;0;0;0;0;0,00189008775128187;0;0;0,004133045962567;0,00363739266960571;0;0,0136273543765771;0;0;0;0;0;0
"wojenny";0;0;0;0;0;0;0;0;0,0375065494749638;0,00285725859734166;0,00251460341144705;0;0;0;0;0;0;0;0
"wok<f3><b3>";0,00466042179335392;0;0;0;0;0,00196094625384568;0,00261331208314272;0;0;0;0;0;0;0;0;0;0;0;0
"wolno";0,000932084358670784;0;0;0,00380967812978888;0;0;0;0;0;0;0;0;0,00628057786019441;0;0;0;0;0;0
"wolno<9c><e6>";0,00113683147127882;0;0;0;0;0;0,00318736753036662;0;0;0;0;0;0;0;0;0;0;0;0
"wolny";0;0;0,00648288924839039;0,00464653435399655;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wood";0;0;0;0,00464653435399655;0;0;0,00318736753036662;0;0;0;0;0;0;0;0;0;0;0;0
"wp<b3>yw";0;0;0;0;0;0;0;0;0;0;0;0;0,0076602063996311;0;0;0,00750098732896902;0;0;0
"wpa<9c><e6>";0;0;0,00224344063217923;0,0032159191894758;0;0;0,00220601326147555;0;0;0;0;0;0,00530171583359336;0;0;0;0;0;0
"wpada<e6>";0,00232826743118296;0,00120855015459479;0;0,00237906296526814;0;0;0;0,00372444571718349;0;0,0017842972239511;0,00157031634817982;0;0;0;0;0;0;0;0
"wprost";0,00113683147127882;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00792177442303314;0;0
"wprowadzi<e6>";0,000932084358670784;0;0;0,00380967812978888;0;0,00196094625384568;0;0;0;0;0;0;0;0;0;0;0;0;0
"wr<ea>czy<e6>";0,00113683147127882;0;0;0;0,00358490895523575;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wr<f3><bf>biarstwo";0,00279625307601235;0;0;0;0;0;0,00783993624942815;0,00298204368725916;0;0;0;0;0;0;0;0;0;0;0
"wr<f3>ci<e6>";0,000827962087650985;0,00114606961454402;0,00393461025352439;0,00112803418427223;0,00087030451965374;0,0011612605225424;0;0,000882974126322831;0;0,00338410255281669;0,0022336994187147;0;0,00185966012926011;0;0,00611237127756813;0;0;0;0
"wr<f3>g";0;0,0013997088797647;0;0,00275536397504467;0;0;0;0;0;0,0020665229812835;0,00181869633480285;0;0;0;0;0,00444803560867488;0;0;0
"wraca<e6>";0,00255254292612766;0;0,000661641729263901;0,000948447800747395;0,00292699784866415;0,00195276881508816;0,00130120709072116;0,00148480405984867;0;0,00142267170112109;0,00250411713965035;0,0100449244351883;0;0;0,00513926366451496;0,00153109702707258;0;0;0
"wraz";0,00248388626295296;0,00114606961454402;0;0,00225606836854446;0,00087030451965374;0,0017418907838136;0,000773793812371235;0;0;0;0,00521196531033429;0;0,00743864051704045;0;0,00611237127756813;0,00182100668546487;0;0;0,00304438569423277
"wreszcie";0,00466042179335392;0;0;0;0;0;0;0;0;0,0114290343893666;0,00251460341144705;0;0;0;0;0;0;0;0
"wrogi";0;0;0;0;0;0,00196094625384568;0;0;0;0;0;0;0;0;0;0;0,00649503661639617;0;0,0102817181958395
"wrze<9c>nia";0;0;0,0032414446241952;0;0;0,00239169919988482;0;0;0;0;0;0;0;0;0;0;0;0;0
"wrzeszcze<e6>";0;0,00472082487419126;0;0;0;0;0,00637473506073324;0;0;0;0;0;0;0;0;0;0;0;0
"wrzuca<e6>";0,00341049441383646;0;0;0,00464653435399655;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wrzuci<e6>";0,00227366294255764;0;0;0;0;0;0;0;0;0,00348490076549741;0;0;0;0;0;0;0;0;0
"wskaza<e6>";0,00113683147127882;0;0;0;0;0;0;0;0;0,00348490076549741;0;0;0;0;0;0;0;0;0
"wskazywa<e6>";0;0;0;0;0;0;0;0;0;0,00696980153099482;0,00613395186674898;0;0;0;0;0;0;0;0
"wsp<f3>lny";0,00349437175622985;0,000906924065002606;0,00124543664016326;0;0,0027548068729439;0,00459472574905591;0,00122465899258448;0,00139745522222126;0;0;0;0;0,00294322526755563;0;0;0;0;0;0
"wspomnienia";0,000932084358670784;0;0;0;0,00587850996185967;0;0;0;0;0;0;0;0;0;0;0;0,00649503661639617;0;0
"wspomnienie";0;0,00163366825104912;0;0,0032159191894758;0,00248115619585385;0;0;0;0;0;0;0;0;0;0;0,00519151850679812;0;0;0
"wspomnieniem";0,00113683147127882;0;0;0;0,00358490895523575;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wszelki";0,00134826700633967;0;0,00192215510833954;0;0,00212582717279936;0,00141826172205907;0;0;0;0,0020665229812835;0;0;0;0;0;0;0;0;0
"wszyscy";0,00303586098805361;0,00171910442181604;0;0;0,00087030451965374;0,0017418907838136;0,000773793812371235;0,00264892237896849;0;0,00169205127640834;0,0022336994187147;0,011946907497065;0,00371932025852023;0;0;0;0,00384632143807945;0;0
"wszystkich";0,000275987362550328;0,000573034807272012;0,000786922050704878;0,00112803418427223;0;0;0,000773793812371235;0,00264892237896849;0;0,00253807691461252;0,0022336994187147;0,0238938149941299;0,00185966012926011;0;0;0;0,00384632143807945;0;0
"wszystkie";0,000972348006884378;0,000672964693718185;0,000924151116323576;0,00132474881052392;0,00102207441341746;0,000681884697022256;0,000908733482390798;0,00103695343623317;0;0,000993561607892943;0,000874409271535621;0;0;0;0;0;0;0;0
"wszystkim";0,000932084358670784;0;0;0;0;0;0;0;0;0,00285725859734166;0,00251460341144705;0;0;0;0;0;0;0;0
"wtajemniczy<e6>";0,00113683147127882;0;0;0;0;0,00239169919988482;0;0;0;0;0;0;0;0;0;0;0;0;0
"wtedy";0,000324116002294793;0;0,00184830223264715;0;0,00102207441341746;0;0,0018174669647816;0,00103695343623317;0;0,000993561607892943;0;0;0,00655188267846384;0;0;0,00213856678650398;0;0,00397424643157177;0,00715057466066582
"wuj";0,00134826700633967;0,0013997088797647;0,00576646532501863;0,00275536397504467;0;0;0;0,00215677426490059;0;0;0;0;0;0;0;0;0;0;0
"wuja";0,00113683147127882;0;0;0;0;0;0;0;0;0;0;0;0;0,0484765300513968;0;0;0;0;0
"wujem";0,000932084358670784;0;0;0;0;0;0,00261331208314272;0;0;0;0;0;0;0,0397457464585437;0;0;0;0;0
"wy<b3>ania<e6>";0,00682098882767291;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00750098732896902;0;0;0
"wy<b3>owi<e6>";0;0,00472082487419126;0;0;0;0;0;0;0;0;0;0;0,0076602063996311;0;0;0;0;0;0
"wyb<f3>r";0;0;0;0,00380967812978888;0,00293925498092983;0;0;0;0;0;0;0;0;0;0;0;0;0,0342871031680999;0
"wybacza<e6>";0;0,0019352943406413;0;0;0;0;0;0;0;0,00285725859734166;0,00251460341144705;0;0;0;0;0;0;0;0
"wybaczalny";0,00113683147127882;0,00236041243709563;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wybiera<e6>";0;0,0013997088797647;0;0;0;0;0;0,00215677426490059;0;0;0,00181869633480285;0;0;0;0;0;0;0,016532183850268;0,0148725823826735
"wybra<e6>";0,00232826743118296;0;0,00165964572127987;0;0,00183550222154794;0,00367370768642657;0,00489587344275494;0;0;0;0;0;0;0;0;0;0;0,00713718889580442;0
"wybucha<e6>";0;0,0019352943406413;0,00265764971329584;0;0;0;0;0,00298204368725916;0;0;0;0;0;0;0;0;0;0;0
"wychodzi<e6>";0,00407446800457018;0;0;0,00713718889580442;0,00183550222154794;0,00244913845761772;0,00489587344275494;0;0;0;0;0;0;0,0248203733242154;0;0;0;0;0
"wyci<b9>ga<e6>";0;0,00236041243709563;0;0;0;0;0;0;0;0,00348490076549741;0;0;0;0;0;0;0;0;0
"wycieczka";0,000786813970403775;0;0,00224344063217923;0;0,00248115619585385;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00867925680866249
"wyczarowa<e6>";0,00279625307601235;0;0,00265764971329584;0;0;0;0,00522662416628543;0;0;0;0;0;0;0;0;0;0;0;0
"wyczarowywa<e6>";0;0;0;0;0;0;0,00637473506073324;0;0;0;0,00306697593337449;0;0;0;0;0;0;0;0
"wyda<e6>";0,00113683147127882;0;0;0;0;0;0;0;0;0;0,00306697593337449;0;0;0;0;0;0;0;0
"wydarzenie";0,00471893452218886;0,0013997088797647;0;0;0,00212582717279936;0,00141826172205907;0;0;0;0,0020665229812835;0;0;0;0;0;0;0;0;0
"wydarzy<e6>";0,00113683147127882;0;0;0;0;0,00239169919988482;0;0;0;0;0;0;0;0;0;0;0;0;0
"wydawa<e6>";0,000504225618266007;0,00104692775536772;0;0;0;0,00106080455919439;0;0;0;0,0015456787461223;0,00136031406174314;0;0;0;0;0,00332695748587986;0;0;0,00556205633739761
"wydobywa<e6>";0,00227366294255764;0;0,0032414446241952;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wydosta<e6>";0,00113683147127882;0;0;0;0;0;0;0;0;0;0;0;0,0076602063996311;0;0;0;0;0;0
"wygra<e6>";0,00236044191121133;0;0,00897376252871691;0;0;0;0;0,00251727605088867;0;0,0048238787842137;0;0;0;0;0;0;0;0;0
"wygrywa<e6>";0,000786813970403775;0;0;0;0,00248115619585385;0;0;0,00251727605088867;0;0,00723581817632055;0;0;0;0;0;0;0;0;0
"wyj<9c><e6>";0;0;0;0;0;0,00392189250769135;0;0,00298204368725916;0;0;0;0;0;0;0;0,00615003467141439;0;0;0
"wyj<9c>cie";0,000674133503169837;0,0013997088797647;0;0;0,00212582717279936;0,00141826172205907;0,00189008775128187;0;0;0;0;0;0;0;0;0;0;0;0
"wyja<9c>ni<e6>";0;0;0,00384431021667909;0;0,00212582717279936;0;0,00189008775128187;0;0;0;0;0;0,00454245145885902;0;0;0;0;0,008266091925134;0
