"";"Harry Potter i Czara Ognia";"Harry Potter i Insygnia Smierci";"Harry Potter i Kamien Filozoficzny";"Harry Potter i Komnata Tajemnic";"Harry Potter i Ksiaze Polkrwi";"Harry Potter i Przeklete Dziecko";"Harry Potter i Wiezien Azkabanu";"Harry Potter i Zakon Feniksa";"Opowiesci z Narni. Kon i jego chlopiec";"Opowiesci z Narni. Ksiaze Kaspian";"Opowiesci z Narni. Lew, czarownica i stara szafa";"Opowiesci z Narni. Ostatnia bitwa";"Opowiesci z Narni. Podroz Wedrowca do Switu";"Opowiesci z Narni. Siostrzeniec Czarodzieja";"Opowiesci z Narni. Srebrne krzeslo";"Zmierzch.Ksiezyc w Nowiu";"Zmierzch.Przed Switem";"Zmierzch.Zacmienie";"Zmierzch.Zmierzch"
"hagrid";0,00131038940858619;0,00181384813000521;0,00871805648114281;0,00535591207486517;0,0027548068729439;0,000918945149811182;0,00489863597033792;0,00558982088888504;0;0;0;0;0;0;0;0;0;0;0
"hagrida";0,00305757528670112;0,000906924065002606;0,00249087328032652;0,00892652012477529;0,0027548068729439;0,000918945149811182;0,00489863597033792;0,0069872761111063;0;0;0;0;0;0;0;0;0;0;0
"hagridem";0,00157362794080755;0,00163366825104912;0,00448688126435845;0;0;0;0;0,00251727605088867;0;0;0;0;0;0;0;0;0;0;0
"hagridowi";0;0,00236041243709563;0;0;0,00358490895523575;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"harry";0,0397484787271146;0,064391608615185;0,0485720289663671;0,0571297287985619;0,0702475752600694;0,0441093671909367;0,0428630647404568;0,0628854849999567;0;0;0;0;0;0;0;0;0;0;0
"harry<92>ego";0;0,00236041243709563;0;0;0;0;0;0,0109112906386683;0;0;0;0;0;0;0;0;0;0;0
"harryego";0,0124515515911943;0,0148852091046687;0,0172136129660882;0,0138798606695443;0,00951878597793619;0,0119072442415457;0,0105790236702775;0,0144860359955378;0;0;0;0;0;0;0;0,00248961319168885;0;0;0
"harryemu";0,00567835410387351;0,00725539252002085;0,00249087328032652;0,00535591207486517;0,0110192274917756;0,000918945149811182;0,00979727194067584;0,0111796417777701;0;0;0;0;0;0;0;0;0;0;0
"harrym";0,00058206685779574;0,00241710030918958;0,00331929144255974;0,00475812593053628;0,00183550222154794;0;0;0,0167600057273257;0;0;0;0;0;0;0;0;0;0;0
"hedwiga";0,000932084358670784;0,0019352943406413;0;0,00380967812978888;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"helgi";0;0,00236041243709563;0;0;0,00358490895523575;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"herbata";0,00113683147127882;0;0;0;0;0;0,00318736753036662;0;0;0;0;0;0;0;0;0;0;0;0
"hermion<b9>";0,000873592939057463;0,00272077219500782;0,00249087328032652;0,00178530402495506;0,00137740343647195;0,00367578059924473;0,0061232949629224;0,00279491044444252;0;0;0;0;0;0;0;0;0;0;0
"hermion<ea>";0,00131038940858619;0,00544154439001563;0,00498174656065303;0,00535591207486517;0,00137740343647195;0,00183789029962236;0,00489863597033792;0,00139745522222126;0;0;0;0;0;0;0;0;0;0;0
"hermiona";0,00873592939057463;0,0199523294300573;0,0161906763221224;0,00892652012477529;0,0123966309282475;0,010108396647923;0,0134712489184293;0,0237567387777614;0;0;0;0;0;0;0;0;0;0;0
"hermionie";0,00151267685479802;0,00104692775536772;0,001437697196992;0,00206090499482973;0,00636014389132884;0;0,0014137120622041;0,00161318319304141;0;0;0;0;0;0;0;0;0;0;0
"hermiony";0,00116413371559148;0,00241710030918958;0;0,00475812593053628;0,00183550222154794;0,00367370768642657;0,0032639156285033;0;0;0;0;0;0;0;0;0;0;0;0
"historia";0;0,00156686411628092;0,00107585081038051;0,00308441348212095;0;0,000793816282769715;0,00105790236702775;0;0;0,00231331011159071;0,00101794382625238;0;0,00254245875471998;0;0;0;0;0;0,00416217186100878
"hogsmeade";0,00232826743118296;0,00120855015459479;0;0;0,00734200888619174;0,00122456922880886;0,00815978907125824;0,00186222285859175;0;0;0;0;0;0;0;0;0;0;0
"hogwarcie";0,00305757528670112;0,000906924065002606;0,00249087328032652;0,00178530402495506;0,00413221030941585;0,00275683544943355;0,00122465899258448;0,00279491044444252;0;0;0;0;0;0;0;0;0;0;0
"hogwart";0;0,00472082487419126;0;0;0;0;0;0,00363709687955609;0;0;0;0;0;0;0;0;0;0;0
"hogwartu";0,00174718587811493;0,00453462032501303;0,00373630992048978;0,00357060804991012;0,00413221030941585;0,00551367089886709;0,00489863597033792;0,0125770969999913;0;0;0;0;0;0;0;0;0;0;0
"horkruks<f3>w";0;0,00944164974838252;0;0;0,00358490895523575;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"horkruksa";0;0,0116117660438478;0;0,00380967812978888;0,00293925498092983;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"hotel";0;0;0,00648288924839039;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0125402606696664
"hufflepuff";0;0,00236041243709563;0;0;0,00358490895523575;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"huk";0,00113683147127882;0,00236041243709563;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"huncwot";0,00202240050950951;0,0013997088797647;0;0;0,00212582717279936;0,00141826172205907;0,00756035100512747;0;0;0;0;0;0;0;0;0;0;0;0
"i<9c><e6>";0,000504225618266007;0,00104692775536772;0,00287539439398399;0;0,00318007194566442;0;0,00424113618661231;0;0;0,0030913574922446;0,00272062812348627;0;0;0;0;0;0;0;0
"id<b9>";0,00113195923556311;0,00078343205814046;0;0,00308441348212095;0,00356954474172607;0;0,00105790236702775;0,00241433933258964;0;0,00578327527897679;0,00407177530500953;0;0;0;0;0;0,0026292744195153;0;0
"id<b9>c";0,00113683147127882;0,00236041243709563;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"idzie";0,000972348006884378;0,000672964693718185;0,00184830223264715;0,00662374405261962;0,00511037206708732;0,00204565409106677;0,0018174669647816;0,00207390687246635;0;0,00198712321578589;0,00524645562921373;0;0;0;0;0;0;0;0
"imi<ea>";0,00100845123653201;0,00104692775536772;0;0;0;0,00212160911838878;0;0;0,0202897548082533;0;0,00136031406174314;0;0,00339757686647637;0;0,011167229390589;0;0;0;0
"incydent";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00792177442303314;0;0,0125402606696664
"informacja";0,000786813970403775;0,00163366825104912;0,00224344063217923;0;0;0,004965966524544;0;0;0;0;0;0;0;0;0;0;0;0;0
"informowa<e6>";0,00201690247306403;0,00209385551073544;0;0;0,00159003597283221;0,00106080455919439;0,00282742412440821;0,00161318319304141;0;0,0015456787461223;0;0;0;0;0;0;0;0;0
"inny";0,00110394945020131;0,00171910442181604;0,000786922050704878;0,00112803418427223;0,00087030451965374;0,000580630261271199;0;0,00264892237896849;0;0,00761423074383755;0,0029782658916196;0;0;0;0;0;0,00384632143807945;0;0,00304438569423277
"istnie<e6>";0;0,00163366825104912;0;0;0;0;0;0;0;0,00241193939210685;0,00212268887010726;0,0340595077794483;0;0;0;0;0;0;0
"istnienie";0;0;0;0;0;0,00239169919988482;0;0;0;0;0;0;0;0;0;0,015001974657938;0;0;0
"istocie";0;0;0;0;0;0;0,00318736753036662;0;0;0;0;0;0;0;0;0,00750098732896902;0;0;0
"istota";0,00113683147127882;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00792177442303314;0;0
"j<ea>cz<b9>cy";0,000786813970403775;0;0;0,0064318383789516;0,00248115619585385;0,001655322174848;0;0;0;0;0;0;0;0;0;0;0;0;0
"j<ea>k";0,000932084358670784;0;0;0;0;0;0,00261331208314272;0;0;0;0;0;0,00628057786019441;0;0;0;0;0;0
"j<ea>zyk";0,00113683147127882;0;0;0;0;0,00478339839976964;0;0;0;0;0;0;0;0;0;0;0;0;0
"jacob";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0492002773713151;0,0259801464655847;0,0800032407255665;0
"jacoba";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0155745555203944;0,0219310001311569;0,0192955151368548;0,00867925680866249
"jacobem";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00750098732896902;0;0,0278792061239793;0
"jad";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00792177442303314;0;0,0125402606696664
"jadis";0;0;0;0;0;0;0;0;0;0;0,0276027834003704;0;0;0,0484765300513968;0;0;0;0;0
"jajo";0,00795782029895173;0;0,0032414446241952;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"jaka";0;0;0;0,0032159191894758;0;0,001655322174848;0;0;0;0,0048238787842137;0,00212268887010726;0;0;0;0;0;0;0;0
"jakby";0,00186416871734157;0;0,00265764971329584;0;0;0;0;0;0;0;0;0;0;0;0;0,00615003467141439;0;0;0
"jaki";0;0,000906924065002606;0,00124543664016326;0,00178530402495506;0,00137740343647195;0;0;0;0;0,00267795603743259;0,00117840180684002;0;0;0;0;0,00288204968462722;0;0,00535591207486517;0
"jaki<9c>";0,00454732588511528;0;0;0,00464653435399655;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"jakiego<9c>";0,00113683147127882;0;0,00648288924839039;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"jakim<9c>";0,00186416871734157;0;0,00265764971329584;0,00380967812978888;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"jakoby";0,00113683147127882;0;0;0;0;0,00239169919988482;0;0;0;0;0;0;0;0;0;0;0;0;0
"james";0;0;0;0;0;0;0,00318736753036662;0;0;0;0;0;0;0;0;0;0;0;0,0627013033483318
"jamesa";0;0,00163366825104912;0,00448688126435845;0;0;0;0;0;0;0;0;0;0;0;0;0,0207660740271925;0;0;0,00867925680866249
"jane";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00750098732896902;0,00792177442303314;0;0
"jaskinia";0;0,0019352943406413;0;0;0,00293925498092983;0;0;0;0;0;0,00251460341144705;0;0;0;0;0;0;0;0
"jasper";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0184501040142432;0,0129900732327923;0,0114290343893666;0
"jaw";0,00341049441383646;0;0;0;0;0;0,00318736753036662;0;0;0;0;0;0;0;0;0;0;0;0
"jecha<e6>";0;0;0;0;0;0;0,00189008775128187;0;0;0,004133045962567;0,00363739266960571;0,029181809372064;0;0;0;0;0;0,008266091925134;0
"jeden";0,00185639485536557;0,000481805968548277;0,0013232834585278;0;0;0,000488192203772039;0,00130120709072116;0;0,00933753539045675;0,00142267170112109;0,00125205856982517;0;0,00156359672811894;0;0,0102785273290299;0,00153109702707258;0;0,00284534340224219;0
"jedenasta";0;0;0;0;0,00358490895523575;0,00239169919988482;0;0;0;0;0;0;0;0;0;0;0;0;0
"jednak<bf>e";0,00157362794080755;0;0;0;0;0;0;0;0;0;0,00212268887010726;0;0,00530171583359336;0;0;0;0;0,00964775756842741;0
"jednego";0,00269653401267935;0,00279941775952939;0;0;0,00212582717279936;0;0,00189008775128187;0;0;0;0;0;0,00454245145885902;0;0;0;0;0;0
"jednoczesny";0,00186416871734157;0;0;0;0;0,00392189250769135;0,00261331208314272;0;0;0;0;0;0;0;0;0;0;0;0
"jedyny";0;0;0,00165964572127987;0;0,00183550222154794;0,00612284614404429;0;0;0;0;0;0;0,00392208729415667;0;0;0;0,00405601222615227;0;0,00642071433483563
"jezioro";0,00279625307601235;0;0;0;0;0,00392189250769135;0,00783993624942815;0;0;0;0;0;0;0;0;0;0;0;0
"julia";0;0;0;0;0;0;0;0;0;0;0;0,0492110229309634;0;0;0,0251777326623534;0;0;0;0
"k<b3><f3>ci<e6>";0;0,00120855015459479;0;0;0,00367100444309587;0,00122456922880886;0,00163195781425165;0,00186222285859175;0;0;0;0;0,00392208729415667;0;0;0;0;0;0
"k<b3><f3>tnia";0,00227366294255764;0;0;0;0,00358490895523575;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"k<b3>am";0;0;0;0;0;0;0;0,00363709687955609;0;0;0,00920092780012347;0;0;0;0;0;0;0;0
"k<b3>opot";0,000932084358670784;0;0;0;0;0;0;0;0;0;0,00251460341144705;0;0,00628057786019441;0;0;0;0;0;0
"ka<bf>dy";0,00113195923556311;0,00235029617442138;0,00107585081038051;0,00308441348212095;0,00118984824724202;0;0;0;0;0;0,0061076629575143;0,0163333713939587;0,00254245875471998;0;0;0,00248961319168885;0;0;0
"kalormenu";0;0;0;0;0;0;0;0;0,0457454579358251;0;0;0,0492110229309634;0;0;0;0;0;0;0
"kamie<f1>";0;0,00490100475314735;0,020190965689613;0;0;0,001655322174848;0;0;0;0;0,0127361332206435;0;0;0;0;0;0;0;0
"kamienny";0,000932084358670784;0;0;0;0;0;0;0;0;0;0,0226314307030235;0;0,00628057786019441;0;0;0;0;0;0
"kapitana";0;0;0,0032414446241952;0;0;0;0;0;0;0;0,00306697593337449;0;0;0;0;0;0;0;0
"kar<b3>a";0;0;0;0;0;0;0;0;0;0,00696980153099482;0,00613395186674898;0;0;0;0;0;0;0;0
"kar<b3>em";0;0;0;0;0;0;0;0;0;0,00696980153099482;0,00306697593337449;0;0;0;0;0;0;0;0
"kara";0;0;0,00224344063217923;0;0;0,001655322174848;0;0,00755182815266602;0;0,00241193939210685;0;0;0;0;0;0;0;0;0
"kariera";0;0;0;0;0,00358490895523575;0,00239169919988482;0;0;0;0;0;0;0;0;0;0;0;0;0
"kartka";0,00113683147127882;0;0;0;0;0;0;0;0;0;0;0;0,0076602063996311;0;0;0;0;0;0
"kary";0;0;0,0032414446241952;0,00464653435399655;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"karze<b3>";0;0;0;0;0;0;0;0;0;0,017424503827487;0,00920092780012347;0;0;0;0;0;0;0;0
"kaspian";0;0;0;0;0;0;0;0;0;0,0662131145444508;0;0;0,0229806191988933;0;0;0;0;0;0
"kaspiana";0;0;0;0;0;0;0;0;0;0,0314298445707583;0;0;0,00628057786019441;0;0,0412862792670144;0;0;0;0
"kawa<b3>ek";0,00113683147127882;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00750098732896902;0;0;0
"kaza<e6>";0,00226881201606355;0;0,000924151116323576;0;0,00306622324025239;0,00136376939404451;0,000908733482390798;0,00207390687246635;0;0,00198712321578589;0,00349763708614249;0;0;0;0;0,00213856678650398;0;0,00397424643157177;0
"kedavra";0,00186416871734157;0,0019352943406413;0;0;0,00293925498092983;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kiedy<9c>";0;0,0013997088797647;0;0;0;0;0;0;0;0,0020665229812835;0,00181869633480285;0;0,00908490291771803;0;0;0;0,0093951191149084;0;0
"kierunek";0,00113683147127882;0;0;0;0;0;0;0;0;0,00696980153099482;0;0;0;0;0;0;0;0;0
"kiesze<f1>";0,00113683147127882;0;0,0032414446241952;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kilka";0;0,0013997088797647;0,00384431021667909;0;0,00212582717279936;0;0;0;0;0;0,00909348167401427;0;0;0;0;0;0;0;0,00743629119133677
"kilkoma";0;0;0;0;0;0,00239169919988482;0;0;0;0;0,00306697593337449;0;0;0;0;0;0;0;0
"kim";0;0;0;0;0;0,00196094625384568;0;0;0;0;0;0;0,00628057786019441;0;0,0412862792670144;0;0;0;0
"kim<9c>";0;0;0;0;0,00358490895523575;0,00239169919988482;0;0;0;0;0;0;0;0;0;0;0;0;0
"king";0;0,00236041243709563;0,0032414446241952;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kings";0;0;0;0,00275536397504467;0,00212582717279936;0,00141826172205907;0,00189008775128187;0,00215677426490059;0;0;0;0;0;0;0;0;0;0;0
"kirke";0;0;0;0;0;0;0;0;0;0;0,00306697593337449;0;0;0,0969530601027936;0;0;0;0;0
"kl<b9>twa";0,00113683147127882;0;0;0;0,00716981791047149;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kl<ea>ska";0,00113683147127882;0;0;0;0;0;0,00318736753036662;0;0;0;0;0;0;0;0;0;0;0;0
"klasa";0,00113683147127882;0;0;0;0;0;0,00318736753036662;0;0;0;0;0;0;0;0;0;0;0;0
"klasy";0,000932084358670784;0;0;0,00380967812978888;0;0;0;0;0;0,00285725859734166;0;0;0;0;0;0;0;0;0
"knot";0,00337066751584918;0;0;0,00551072795008934;0,00212582717279936;0;0,00378017550256373;0,00431354852980117;0;0;0;0;0;0;0;0;0;0;0
"ko<b3>o";0,000932084358670784;0;0,00797294913988751;0;0;0;0;0;0;0;0;0;0,00628057786019441;0;0;0;0;0;0
"ko<f1>";0;0;0;0;0;0;0;0;0,0750130989499276;0,00285725859734166;0;0;0;0,0397457464585437;0;0;0;0;0
"ko<f1>czy<e6>";0,00202240050950951;0;0;0;0;0,00425478516617722;0;0;0;0,0020665229812835;0;0;0;0;0;0,00444803560867488;0,0046975595574542;0;0
"kocha<e6>";0;0;0;0;0;0,001655322174848;0;0;0;0;0;0;0;0;0;0,00519151850679812;0,00548275003278923;0,00964775756842741;0
"kocio<b3>ek";0;0;0,0032414446241952;0;0,00358490895523575;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kogo";0;0;0;0;0;0;0,00261331208314272;0,00298204368725916;0;0;0;0;0;0;0;0;0,00649503661639617;0;0
"kolacja";0,00279625307601235;0;0;0,00380967812978888;0;0;0;0;0;0;0;0;0,00628057786019441;0;0;0;0;0;0
"kole<bf>anka";0;0;0,00265764971329584;0;0;0;0;0,00298204368725916;0;0;0;0;0;0;0,0206431396335072;0;0;0;0
"kolega";0,000786813970403775;0,00163366825104912;0;0;0;0;0;0,00251727605088867;0;0;0;0;0;0,0335511569170684;0;0;0;0;0
"kolej";0,00113683147127882;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0125402606696664
"kolejny";0,00305757528670112;0;0,00124543664016326;0,00178530402495506;0,00137740343647195;0,00275683544943355;0,00122465899258448;0,00139745522222126;0;0;0;0;0,0117729010702225;0;0;0;0;0;0
"kominek";0,00568415735639409;0;0;0;0;0;0;0,0109112906386683;0;0;0;0;0;0;0;0;0;0;0
"komnata";0,00157362794080755;0;0,00897376252871691;0,0289432727052822;0;0;0;0;0;0,00241193939210685;0;0;0;0;0;0;0;0;0
"komu<9c>";0,00113683147127882;0;0,0032414446241952;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"konfiskowa<e6>";0;0;0;0;0;0;0,00318736753036662;0,00363709687955609;0;0;0;0;0;0;0;0;0;0;0
"koniec";0,00344934557768459;0,00238730143300506;0,000546395005291909;0,00234973302704933;0,00362574698875823;0;0;0,000613088236620933;0;0;0,00103397128480169;0,00829526962579535;0,00645622400120865;0,0081714596313805;0,00848818287290687;0,00126440599377019;0,00133533608610364;0;0
"konkretny";0;0;0;0;0;0,00239169919988482;0;0;0;0;0;0;0,0076602063996311;0;0;0;0;0;0
"kontakt";0,00113683147127882;0;0;0;0;0,00239169919988482;0;0;0;0;0;0;0;0;0;0;0;0;0
"kontynuowa<e6>";0;0;0;0;0,00293925498092983;0;0,00261331208314272;0,00298204368725916;0;0;0;0;0;0;0;0;0;0;0
"korneliusz";0,000786813970403775;0;0;0;0,00248115619585385;0;0,00220601326147555;0,00251727605088867;0;0;0;0;0;0;0;0;0;0;0
"korytarz";0;0,0013997088797647;0,00192215510833954;0,00275536397504467;0;0;0,00189008775128187;0,00215677426490059;0;0;0;0;0;0;0;0;0;0;0
"korzysta<e6>";0;0,00236041243709563;0;0;0;0,00239169919988482;0;0;0;0;0;0;0;0;0;0;0;0;0
"kot<b3>a";0,00341049441383646;0;0;0;0;0;0,00318736753036662;0;0;0;0;0;0;0;0;0;0;0;0
"kr<f3>l";0;0;0;0;0;0,00122456922880886;0;0;0;0,00713718889580442;0,0078515817408991;0,0251964395867035;0,01176626188247;0;0,0257824032980222;0;0;0;0
"kr<f3>lewski";0;0;0;0;0;0;0;0;0,0457454579358251;0;0;0;0;0;0;0,00750098732896902;0;0;0
"kr<f3>lowa";0;0;0;0;0;0;0;0;0;0,00571451719468332;0,0125730170572353;0;0;0,0397457464585437;0;0;0;0;0
"kr<f3>tki";0;0;0;0;0;0,00196094625384568;0;0;0;0;0,00251460341144705;0;0;0,0397457464585437;0;0;0;0;0
"kra<9c><e6>";0;0;0;0,00464653435399655;0;0;0;0,00363709687955609;0;0;0;0;0;0;0;0;0;0;0
"kraina";0;0;0;0;0;0;0;0;0;0;0,00636806661032177;0,0340595077794483;0,00530171583359336;0;0,0174257946778573;0;0;0;0
"kraj";0,00058206685779574;0;0;0;0,00183550222154794;0;0;0;0;0,00535289167185331;0;0;0,00392208729415667;0,0248203733242154;0,0128912016490111;0;0;0;0
"krew";0,000504225618266007;0;0,001437697196992;0;0;0;0,0014137120622041;0;0;0;0,00136031406174314;0;0;0;0;0,00332695748587986;0,0105407750589218;0;0,0222482253495904
"kroki";0,00227366294255764;0,00236041243709563;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"krukon<f3>w";0,00113683147127882;0;0;0;0,00358490895523575;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"krum";0,00909465177023055;0,00236041243709563;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kryj<f3>wka";0;0,00236041243709563;0;0;0;0,00717509759965446;0;0;0;0;0;0;0;0;0;0;0;0;0
"krytykowa<e6>";0;0;0;0;0,00358490895523575;0,00239169919988482;0;0;0;0;0;0;0;0;0;0;0;0;0
"krzak";0,00227366294255764;0;0;0;0;0;0,00318736753036662;0;0;0;0;0;0;0;0;0;0;0;0
"krzes<b3>o";0,00113683147127882;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0755331979870601;0;0;0;0
"krzyk";0,00186416871734157;0;0;0;0;0,00196094625384568;0,00261331208314272;0;0;0;0;0;0;0;0;0;0;0;0
"krzywdzi<e6>";0;0;0;0,00464653435399655;0;0;0;0,00363709687955609;0;0;0;0;0;0;0;0;0;0;0
"ksi<b9><bf>ka";0,00131038940858619;0,00272077219500782;0,00124543664016326;0,00178530402495506;0;0;0;0;0,0175764438513181;0;0;0;0;0,0186257837827401;0;0,00288204968462722;0;0;0,00481825294765863
"ksi<ea>cia";0;0;0;0;0,00587850996185967;0;0;0;0;0,00571451719468332;0;0;0;0;0,0206431396335072;0;0;0;0
"ksi<ea>ciem";0;0;0;0;0;0;0;0;0;0,00285725859734166;0,00251460341144705;0;0,00628057786019441;0;0;0;0;0;0
"ksi<ea>ga";0,000786813970403775;0;0,00448688126435845;0;0;0;0,00220601326147555;0;0;0;0;0;0,00530171583359336;0;0;0;0;0;0
"kszta<b3>t";0;0,0019352943406413;0,00265764971329584;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00649503661639617;0;0
"kt<f3>rego<9c>";0,00113683147127882;0;0;0;0;0;0;0;0;0;0,00306697593337449;0;0;0;0;0;0;0;0
"kt<f3>ry";0,000477475558747031;0,00074353979179157;0,000340356205424218;0,000487892586316262;0,000752840878223106;0,00125565875491556;0,000334678035166896;0,000381900243936245;0;0,00109775831921159;0,000322036749608184;0;0,000804332353384592;0;0,00264369703748114;0,000787614128949346;0,00166359472114667;0,00146367775894878;0
"kto<9c>";0,00100845123653201;0;0,001437697196992;0,00206090499482973;0,00318007194566442;0,00106080455919439;0,00282742412440821;0;0;0,0015456787461223;0;0;0;0;0;0;0;0;0
"kuchnia";0,00227366294255764;0;0;0;0;0;0,00318736753036662;0;0;0;0;0;0;0;0;0;0;0;0
"kufer";0,00341049441383646;0;0;0;0,00358490895523575;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kupi<e6>";0;0;0,00265764971329584;0;0,00293925498092983;0;0;0;0,0375065494749638;0;0;0;0;0;0;0;0;0;0
"kurs";0;0;0;0,00464653435399655;0,00358490895523575;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"kwatera";0;0;0;0;0,00358490895523575;0;0;0;0,0457454579358251;0;0;0;0;0;0;0;0;0;0
"kwestia";0;0;0;0;0;0,00239169919988482;0;0;0;0;0;0;0;0;0;0,00750098732896902;0;0;0
"l<b9>d";0;0;0;0;0;0;0;0;0;0,00348490076549741;0;0;0,0229806191988933;0;0;0;0;0;0
"l<b9>dowa<e6>";0,00174620057338722;0;0;0,00237906296526814;0,00183550222154794;0;0;0,00186222285859175;0,0234220424327103;0,0017842972239511;0;0;0;0;0;0;0;0;0
"las";0,000932084358670784;0;0;0;0;0;0;0;0;0,00285725859734166;0,00251460341144705;0;0;0;0;0;0;0;0
"lasu";0,00129646400917917;0,000672964693718185;0,00184830223264715;0,00132474881052392;0;0,000681884697022256;0,000908733482390798;0,00103695343623317;0;0;0,00174881854307124;0;0;0,0138208868441227;0;0,00213856678650398;0;0;0
"lata";0;0,0019352943406413;0;0,00380967812978888;0;0;0;0;0;0;0,00251460341144705;0;0;0;0;0;0;0;0
"lata<e6>";0;0,00236041243709563;0,0032414446241952;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"latania";0,00113683147127882;0;0,0032414446241952;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"lato";0;0;0,0032414446241952;0;0;0;0,00318736753036662;0;0;0;0;0;0;0;0;0;0;0;0
"lavender";0;0,00236041243709563;0;0;0,0107547268657072;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"le<bf>a";0,00113683147127882;0;0;0;0;0;0,00318736753036662;0;0;0;0;0;0;0;0;0;0;0;0
"lecie<e6>";0;0,00163366825104912;0;0;0,00248115619585385;0,001655322174848;0,00220601326147555;0;0;0;0;0;0;0;0;0;0;0;0
"leczy<e6>";0;0;0;0;0;0;0;0;0;0,00348490076549741;0,00613395186674898;0;0;0;0;0;0;0;0
"legenda";0;0;0;0,00929306870799309;0;0;0;0;0;0;0,00306697593337449;0;0;0;0;0;0;0;0
"lekcja";0,00452783694225246;0;0,00215170162076102;0,00462662022318143;0,00713908948345214;0,00158763256553943;0,00528951183513873;0,0120716966629482;0;0,00231331011159071;0;0;0;0;0;0;0;0;0,00416217186100878
"lekki";0,00113683147127882;0;0;0;0;0;0;0;0;0,00348490076549741;0;0;0;0;0;0;0;0;0
"lektura";0,00113683147127882;0;0;0;0;0;0;0;0;0;0;0;0,0076602063996311;0;0;0;0;0;0
"lepszy";0;0;0;0;0;0,00239169919988482;0;0;0;0;0,00306697593337449;0;0;0;0;0;0;0;0
"lesie";0,00100845123653201;0,00209385551073544;0;0;0;0,00106080455919439;0;0,00161318319304141;0;0;0,00272062812348627;0;0;0;0;0,00665391497175973;0,00351359168630727;0;0
"lestrange";0;0,00472082487419126;0;0;0;0;0;0,00363709687955609;0;0;0;0;0;0;0;0;0;0;0
"letni";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00615003467141439;0,00649503661639617;0;0,0102817181958395
"lew";0;0;0;0;0;0;0;0,00251727605088867;0;0,0120596969605343;0,0127361332206435;0;0,0106034316671867;0;0;0;0;0;0
"lily";0;0,0038705886812826;0,00265764971329584;0;0;0;0;0,00298204368725916;0;0;0;0;0;0;0;0;0;0;0
"list";0,00465653486236592;0;0,0149368114915188;0;0,00367100444309587;0;0,00489587344275494;0,00372444571718349;0;0;0;0;0;0;0;0;0,00405601222615227;0;0
"lista";0;0;0,00265764971329584;0,00761935625957777;0;0;0,00522662416628543;0;0;0;0;0;0;0;0;0;0;0;0
"little";0,00113683147127882;0;0,0032414446241952;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"loch";0,00227366294255764;0;0,0032414446241952;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"logiczny";0;0;0,0032414446241952;0;0;0;0;0;0;0;0,00306697593337449;0;0;0;0;0;0;0;0
"londynie";0;0;0;0;0,00358490895523575;0;0;0;0;0,00348490076549741;0;0;0;0;0;0;0;0;0
